host,metric,value,units,timestamp
[redacted],Total memory,8127234048,B,2025-06-01_22-00
[redacted],REDACTED,REDACTED,,2025-06-01_22-00
[redacted],Free swap space,0,B,2025-06-01_22-00
[redacted],CPU system time,4.124084,%,2025-06-01_22-00
[redacted],CPU user time,4.594998,%,2025-06-01_22-00
[redacted],REDACTED,REDACTED,,2025-06-01_22-00
[redacted],System local time,1748815168,unixtime,2025-06-01_22-00
[redacted],Operating system architecture,x86_64,,2025-06-01_22-00
[redacted],Operating system,"Linux version 6.1.0-28-amd64 (debian-kernel@lists.debian.org) (gcc-12 (Debian 12.2.0-14) 12.2.0, GNU ld (GNU Binutils for Debian) 2.40) #1 SMP PREEMPT_DYNAMIC Debian 6.1.119-1 (2024-11-22)",,2025-06-01_22-00
[redacted],Number of installed packages,438,,2025-06-01_22-00
[redacted],Free swap space in %,100,%,2025-06-01_22-00
[redacted],Zabbix agent ping,1,,2025-06-01_22-00
[redacted],Total swap space,0,B,2025-06-01_22-00
[redacted],REDACTED,REDACTED,,2025-06-01_22-00
[redacted],System uptime,8124355,uptime,2025-06-01_22-00
[redacted],Number of logged in users,1,,2025-06-01_22-00
[redacted],Checksum of /etc/passwd,db173fe00e4d09ed43fe1f205fbe4637ce34db66df51b68bbe0e7e97cae0638f,,2025-06-01_22-00
[redacted],Available memory,5010092032,B,2025-06-01_22-00
[redacted],Available memory in %,61.646275,%,2025-06-01_22-00
[redacted],CPU steal time,0,%,2025-06-01_22-00
[redacted],CPU softirq time,0.415744,%,2025-06-01_22-00
[redacted],CPU nice time,0,%,2025-06-01_22-00
[redacted],Load average (1m avg),0.339355,,2025-06-01_22-00
[redacted],Version of Zabbix agent running,7.2.4,,2025-06-01_22-00
[redacted],Maximum number of open file descriptors,9223372036854775807,,2025-06-01_22-00
[redacted],Maximum number of processes,4194304,,2025-06-01_22-00
[redacted],Number of processes,152,,2025-06-01_22-00
[redacted],Number of running processes,1,,2025-06-01_22-00
[redacted],System boot time,1740690822,unixtime,2025-06-01_22-00
[redacted],Interrupts per second,16944.9708950095,,2025-06-01_22-00
[redacted],Load average (5m avg),0.424805,,2025-06-01_22-00
[redacted],CPU iowait time,0.022577,%,2025-06-01_22-00
[redacted],Load average (15m avg),0.393555,,2025-06-01_22-00
[redacted],Number of CPUs,4,,2025-06-01_22-00
[redacted],Context switches per second,33255.010181521415,,2025-06-01_22-00
[redacted],CPU guest time,0,%,2025-06-01_22-00
[redacted],CPU guest nice time,0,%,2025-06-01_22-00
[redacted],CPU idle time,90.980906,%,2025-06-01_22-00
[redacted],CPU interrupt time,0,%,2025-06-01_22-00
[redacted],Zabbix agent availability,1,,2025-06-01_22-00
[redacted],Get filesystems,,,2025-06-01_22-00
[redacted],CPU utilization,9.019093999999996,%,2025-06-01_22-00
[redacted],Memory utilization,38.353725,%,2025-06-01_22-00
[redacted],FS [/]: Get data,"{""fsname"":""/"",""options"":""rw,relatime,errors=remount-ro"",""bytes"":{""used"":12773871616,""free"":64233488384,""total"":80321626112,""pused"":16.587858,""pfree"":83.412142},""fstype"":""ext4"",""inodes"":{""used"":140300,""free"":4741444,""total"":4881744,""pused"":2.873973,""pfree"":97.126027}}",,2025-06-01_22-00
[redacted],FS [/]: Space: Available,64233488384,B,2025-06-01_22-00
[redacted],FS [/]: Option: Read-only,0,,2025-06-01_22-00
[redacted],FS [/]: Space: Used,12773871616,B,2025-06-01_22-00
[redacted],FS [/]: Space: Total,80321626112,B,2025-06-01_22-00
[redacted],"FS [/]: Space: Used, in %",16.587858,%,2025-06-01_22-00
[redacted],"FS [/]: Inodes: Free, in %",97.126027,%,2025-06-01_22-00
