host,metric,value,units,timestamp
[redacted],Interface wg0: Bits received,24,bps,2025-08-24_09-00
[redacted],Interface wg0: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface wg0: Inbound packets discarded,0,,2025-08-24_09-00
[redacted],Total memory,8127234048,B,2025-08-24_09-00
[redacted],REDACTED,REDACTED,,2025-08-24_09-00
[redacted],Free swap space,0,B,2025-08-24_09-00
[redacted],CPU system time,4.725329,%,2025-08-24_09-00
[redacted],CPU user time,6.701702,%,2025-08-24_09-00
[redacted],REDACTED,REDACTED,,2025-08-24_09-00
[redacted],System local time,1756025968,unixtime,2025-08-24_09-00
[redacted],Operating system architecture,x86_64,,2025-08-24_09-00
[redacted],Operating system,"Linux version 6.1.0-28-amd64 (debian-kernel@lists.debian.org) (gcc-12 (Debian 12.2.0-14) 12.2.0, GNU ld (GNU Binutils for Debian) 2.40) #1 SMP PREEMPT_DYNAMIC Debian 6.1.119-1 (2024-11-22)",,2025-08-24_09-00
[redacted],Number of installed packages,692,,2025-08-24_09-00
[redacted],Free swap space in %,100,%,2025-08-24_09-00
[redacted],Zabbix agent ping,1,,2025-08-24_09-00
[redacted],Total swap space,0,B,2025-08-24_09-00
[redacted],REDACTED,REDACTED,,2025-08-24_09-00
[redacted],System uptime,15335154,uptime,2025-08-24_09-00
[redacted],Number of logged in users,2,,2025-08-24_09-00
[redacted],Checksum of /etc/passwd,deb5c6e222df39ee275e14feb7524ecc62fc6040f2a054cc05ad396a7d34b70d,,2025-08-24_09-00
[redacted],Available memory,3246182400,B,2025-08-24_09-00
[redacted],Available memory in %,39.942032,%,2025-08-24_09-00
[redacted],CPU steal time,0,%,2025-08-24_09-00
[redacted],CPU softirq time,1.618705,%,2025-08-24_09-00
[redacted],CPU nice time,0,%,2025-08-24_09-00
[redacted],Load average (1m avg),0.586914,,2025-08-24_09-00
[redacted],Version of Zabbix agent running,7.2.4,,2025-08-24_09-00
[redacted],Maximum number of open file descriptors,9223372036854775807,,2025-08-24_09-00
[redacted],Maximum number of processes,4194304,,2025-08-24_09-00
[redacted],Number of processes,209,,2025-08-24_09-00
[redacted],Number of running processes,1,,2025-08-24_09-00
[redacted],System boot time,1740690822,unixtime,2025-08-24_09-00
[redacted],Interrupts per second,18124.414704437593,,2025-08-24_09-00
[redacted],Load average (5m avg),0.54248,,2025-08-24_09-00
[redacted],CPU iowait time,0.01348,%,2025-08-24_09-00
[redacted],Load average (15m avg),0.588867,,2025-08-24_09-00
[redacted],Number of CPUs,4,,2025-08-24_09-00
[redacted],Context switches per second,34978.17764823582,,2025-08-24_09-00
[redacted],CPU guest time,0,%,2025-08-24_09-00
[redacted],CPU guest nice time,0,%,2025-08-24_09-00
[redacted],CPU idle time,86.817876,%,2025-08-24_09-00
[redacted],CPU interrupt time,0,%,2025-08-24_09-00
[redacted],Zabbix agent availability,1,,2025-08-24_09-00
[redacted],Get filesystems,,,2025-08-24_09-00
[redacted],CPU utilization,13.182124000000002,%,2025-08-24_09-00
[redacted],Memory utilization,60.057968,%,2025-08-24_09-00
[redacted],FS [/]: Get data,"{""fsname"":""/"",""options"":""rw,relatime,errors=remount-ro"",""bytes"":{""used"":28257665024,""free"":48749694976,""total"":80321626112,""pused"":36.694759,""pfree"":63.305241},""fstype"":""ext4"",""inodes"":{""used"":810999,""free"":4070745,""total"":4881744,""pused"":16.612895,""pfree"":83.387105}}",,2025-08-24_09-00
[redacted],FS [/]: Space: Available,48749694976,B,2025-08-24_09-00
[redacted],FS [/]: Option: Read-only,0,,2025-08-24_09-00
[redacted],FS [/]: Space: Used,28257665024,B,2025-08-24_09-00
[redacted],FS [/]: Space: Total,80321626112,B,2025-08-24_09-00
[redacted],"FS [/]: Space: Used, in %",36.694759,%,2025-08-24_09-00
[redacted],"FS [/]: Inodes: Free, in %",83.387105,%,2025-08-24_09-00
[redacted],Interface eth0: Bits received,7096,bps,2025-08-24_09-00
[redacted],Interface tailscale0: Bits received,24,bps,2025-08-24_09-00
[redacted],Interface pterodactyl0: Bits received,64,bps,2025-08-24_09-00
[redacted],Interface eth0: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface tailscale0: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface eth0: Inbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface tailscale0: Inbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Inbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface eth0: Inbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface tailscale0: Inbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Inbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface eth0: Outbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface tailscale0: Outbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Outbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface eth0: Bits sent,9136,bps,2025-08-24_09-00
[redacted],Interface tailscale0: Bits sent,8,bps,2025-08-24_09-00
[redacted],Interface pterodactyl0: Bits sent,88,bps,2025-08-24_09-00
[redacted],Interface eth0: Operational status,6,,2025-08-24_09-00
[redacted],Interface tailscale0: Operational status,0,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Operational status,6,,2025-08-24_09-00
[redacted],Interface eth0: Interface type,1,,2025-08-24_09-00
[redacted],Interface tailscale0: Interface type,65534,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Interface type,1,,2025-08-24_09-00
[redacted],Interface pterodactyl0: Speed,10000000000,bps,2025-08-24_09-00
[redacted],sda: Get stats,,,2025-08-24_09-00
[redacted],sda: Disk write time (rate),0.0052499772592860035,,2025-08-24_09-00
[redacted],sda: Disk write rate,6.0666403885082705,!w/s,2025-08-24_09-00
[redacted],sda: Disk utilization,0.053333102316556226,%,2025-08-24_09-00
[redacted],sda: Disk read time (rate),0,,2025-08-24_09-00
[redacted],sda: Disk read rate,0,!r/s,2025-08-24_09-00
[redacted],sda: Disk average queue size (avgqu-sz),0.005399976609551317,,2025-08-24_09-00
[redacted],sda: Disk read request avg waiting time (r_await),0,!ms,2025-08-24_09-00
[redacted],sda: Disk write request avg waiting time (w_await),0.7174721189591078,!ms,2025-08-24_09-00
[redacted],Interface wg0: Inbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface wg0: Outbound packets with errors,0,,2025-08-24_09-00
[redacted],Interface wg0: Bits sent,232,bps,2025-08-24_09-00
[redacted],Interface wg0: Operational status,0,,2025-08-24_09-00
[redacted],Interface wg0: Interface type,65534,,2025-08-24_09-00
[redacted],Interface datapath: Bits received,0,bps,2025-08-24_09-00
[redacted],Interface weave: Bits received,192,bps,2025-08-24_09-00
[redacted],Interface vethwe-datapath: Bits received,0,bps,2025-08-24_09-00
[redacted],Interface vethwe-bridge: Bits received,0,bps,2025-08-24_09-00
[redacted],Interface vxlan-6784: Bits received,0,bps,2025-08-24_09-00
[redacted],Interface datapath: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface weave: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface vethwe-datapath: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface vethwe-bridge: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface vxlan-6784: Outbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface datapath: Inbound packets discarded,0,,2025-08-24_09-00
[redacted],Interface weave: Inbound packets discarded,0,,2025-08-24_09-00
